latitude,longitude,sensitivity,cover,Height
-13.730080059092755,-44.15003580178585,0.9460683465003967,0.020300190895795822,4.94
-13.72966623412177,-44.149719272446006,0.9420387148857117,0.006958043668419123,4.15
-13.729252229436126,-44.149402746255696,0.937415599822998,0.04597275331616402,4.78
-13.728838244266177,-44.14908623599027,0.9411842226982117,0.032770201563835144,4.59
-13.728424528324949,-44.1487697584163,0.9320885539054871,0.009401852265000343,4.75
-13.728010954487155,-44.14845330255993,0.9428749084472656,0.07733379304409027,4.78
-13.727597605997712,-44.14813687326275,0.9382713437080383,0.017744584009051323,4.59
-13.727183959378175,-44.1478204308914,0.9437114000320435,0.04814235493540764,4.71
-13.726770234957941,-44.147503989527365,0.9425454139709473,0.014778469689190388,4.55
-13.72635631683984,-44.14718753964829,0.9412039518356323,0.08309786766767502,5.28
-13.725942601468569,-44.14687103914784,0.9427726864814758,0.08245453238487244,6.46
-13.725528672750386,-44.14655452573767,0.9497794508934021,0.17907780408859253,6.8
-13.725113702908283,-44.146237936926774,0.9379757046699524,0.13052378594875336,6.32
-13.724699866195966,-44.145921430601256,0.9525758624076843,0.012409830465912819,6.46
-13.724287729146445,-44.14560504633463,0.9497378468513489,0.06223117560148239,5.88
-13.723874601471467,-44.14528858628347,0.943977952003479,0.006222167983651161,5.34
-13.723461270735653,-44.14497210604402,0.9486891031265259,0.013344326987862587,5.84
-13.723047077195586,-44.14465555619631,0.9397087693214417,0.012450112961232662,5.34
-13.722631343207729,-44.14433888573793,0.9515952467918396,0.03979868069291115,7.3
-13.722218711018321,-44.14402243474696,0.9416375160217285,0.007683678530156612,7.07
-13.72180565583655,-44.14370594580853,0.9445038437843323,0.031904663890600204,5.34
-13.721391692768059,-44.143389385522255,0.9480445384979248,0.028204575181007385,5.34
-13.720977029602444,-44.14307277029728,0.9470032453536987,0.021482110023498535,5.84
-13.720564973547773,-44.14275634329541,0.9537218809127808,0.023050231859087944,5.05
-13.720151959563998,-44.14243984477774,0.9443260431289673,0.014776072464883327,4.71
-13.719738587786322,-44.14212332032657,0.9460012912750244,0.14566625654697418,7.78
-13.719325129299877,-44.1418067909762,0.9424015879631042,0.02554388716816902,4.71
-13.718911504140037,-44.14149025264388,0.9413517117500305,0.007349273655563593,4.3
-13.718497776916918,-44.141173710632664,0.9466474652290344,0.008821672759950161,4.53
-13.71808383096365,-44.14085715797959,0.9449391961097717,0.04901648685336113,5.01
-13.71766992931484,-44.140540615283605,0.9366791844367981,0.008960018865764141,4.4
-13.717256054225643,-44.140224083073484,0.9426416754722595,0.06110101193189621,4.4
-13.716842581245432,-44.13990758916473,0.959162175655365,0.032404474914073944,4.78
-13.716428802765693,-44.13959108383807,0.9494396448135376,0.03381847217679024,4.94
-13.716015278537725,-44.13927460919918,0.9449754953384399,0.005433352664113045,4.71
-13.715601952304903,-44.13895816239485,0.9399411678314209,0.05244175344705582,4.26
-13.71518825313651,-44.13864170288507,0.9528722167015076,0.05044158548116684,4.82
-13.714774614800772,-44.13832527955851,0.9343618154525757,0.19002798199653625,8.11
-13.714361002879135,-44.138008928782256,0.9322184324264526,0.040837474167346954,5.15
-13.713947192198978,-44.13769258267021,0.9359058141708374,0.029814591631293297,4.9
-13.713533369696995,-44.13737625550918,0.9438618421554565,0.023567600175738335,4.34
-13.71311939396392,-44.13705993822494,0.9342291355133057,0.02572343498468399,4.94
-13.712705307234026,-44.13674363561893,0.9255161881446838,0.026329444721341133,4.67
-13.739187476070372,-44.14980413225894,0.9496466517448425,0.07130443304777145,5.15
-13.738774217493885,-44.149487400925686,0.9360230565071106,0.049688152968883514,6.28
-13.738361028458092,-44.149170669828266,0.9338728189468384,0.24780994653701782,8.39
-13.737947796063013,-44.14885392487165,0.9472954869270325,0.15645989775657654,7.82
-13.737534737575967,-44.14853720398167,0.9395958185195923,0.014945515431463718,5.38
-13.737121216409475,-44.14822041039891,0.949439525604248,0.01688087172806263,5.53
-13.736707486116813,-44.147903586856984,0.9520736336708069,0.08437377959489822,6.76
-13.736294124378091,-44.14758682792908,0.9535297751426697,0.016895005479454994,4.26
-13.735880710426857,-44.147270070940486,0.9447073936462402,0.0494895838201046,4.3
-13.73546730585735,-44.146953328666555,0.9528749585151672,0.03620198369026184,4.38
-13.73505395819478,-44.1466366123133,0.9520353674888611,0.004772527609020472,4.34
-13.73464051489975,-44.14631990133463,0.9393999576568604,0.036834847182035446,4.23
-13.734227162107862,-44.14600322795465,0.9415161609649658,0.00439340528100729,4.15
-13.73381364921175,-44.14568655639679,0.9544315934181213,0.02488567866384983,4.71
-13.733400202560812,-44.145369924011234,0.9424574375152588,0.007447271142154932,4.19
-13.732986709021318,-44.14505331121453,0.9412086606025696,0.0036753746680915356,4.19
-13.732573223009878,-44.14473672508344,0.9522205591201782,0.00837965589016676,4.48
-13.732159676490546,-44.144420153603306,0.9366086721420288,0.0012887830380350351,4.15
-13.731746068162042,-44.14410359477991,0.9551668167114258,0.019414693117141724,4.3
-13.731332517700551,-44.143787065605025,0.9484649896621704,0.033953726291656494,4.11
-13.730918913834104,-44.14347054721507,0.9416412115097046,0.016244927421212196,4.23
-13.730505274345116,-44.14315404109301,0.9437897801399231,0.009794535115361214,4.23
-13.730091686528565,-44.14283755892898,0.9470921158790588,0.030681371688842773,4.38
-13.729678151684595,-44.142521099159296,0.9440374970436096,0.019771572202444077,4.07
-13.72926446212203,-44.14220462834899,0.9482001066207886,0.01946745440363884,4.44
-13.72885079689043,-44.141888172398325,0.9480336904525757,0.008190853521227837,4.71
-13.728437202279018,-44.14157173693269,0.9477759599685669,0.019725840538740158,4.23
-13.728023580561018,-44.141255305415534,0.9506592154502869,0.014811310917139053,4.55
-13.727609962893586,-44.140938881065615,0.9507547616958618,0.004018769133836031,4.15
-13.727196252262665,-44.14062241615491,0.9540131688117981,0.016487549990415573,4.4
-13.726782535408862,-44.14030592295627,0.9451326727867126,0.004526921547949314,4.19
-13.726368834795366,-44.13998943428699,0.9492896199226379,0.02808012068271637,4.3
-13.725955079748347,-44.13967293694561,0.9493467211723328,0.0016964476089924574,4.07
-13.72554134088707,-44.13935644053538,0.9496937990188599,0.01870960369706154,4.4
-13.72512751767627,-44.139039927754574,0.9434035420417786,0.012190788984298706,4.48
-13.724713721255169,-44.13872341451687,0.9401412010192871,0.022036584094166756,4.4
-13.724300107744687,-44.138406923495815,0.9428553581237793,0.044325537979602814,4.48
-13.723886320119705,-44.13809039704869,0.9487785696983337,0.12905849516391754,9.27
-13.723472643564715,-44.13777387959225,0.9364320039749146,0.003478115191683173,4.19
-13.723058946080922,-44.1374573508577,0.9484503865242004,0.059997305274009705,4.98
-13.7226453023291,-44.13714082418619,0.9229823350906372,0.19642886519432068,7.86
-13.722231538213276,-44.13682427408357,0.9287142753601074,0.11578843742609024,9.25
-13.721817894698779,-44.13650773941723,0.9366844296455383,0.028507579118013382,4.67
-13.721404259456163,-44.13619120397136,0.9363628029823303,0.045813821256160736,5.69
-13.720990583741456,-44.13587466159904,0.9345945715904236,0.0392281599342823,5.05
-13.720577053409702,-44.13555814320671,0.9412139058113098,0.16401559114456177,7.48
-13.72016343997535,-44.13524161404963,0.9333786368370056,0.11256902664899826,6.76
-13.719749739766932,-44.13492507497121,0.9345250725746155,0.05885174125432968,5.46
-13.719336113700406,-44.134608552749555,0.9434064030647278,0.13023175299167633,6.61
-13.718922434216047,-44.13429202880222,0.9440575838088989,0.14347399771213531,8.15
-13.718508815932788,-44.1339755227829,0.9253906607627869,0.19070161879062653,6.51
-13.718095149515882,-44.13365901841543,0.9288163781166077,0.059578247368335724,9.06
-13.717681470100286,-44.13334252323728,0.9324074387550354,0.08300501108169556,6.03
-13.717267786256206,-44.13302603964071,0.9262181520462036,0.18797484040260315,7.15
-13.716853996331212,-44.132709553490415,0.9379304051399231,0.0697559043765068,5.73
-13.716440475803019,-44.13239312454603,0.9380660057067871,0.027275657281279564,5.05
-13.716026817368943,-44.13207669087561,0.9359965920448303,0.06604316830635071,5.65
-13.7156132284866,-44.13176033037746,0.930854082107544,0.09830883145332336,6.65
-13.715199611259319,-44.13144400185262,0.948867678642273,0.03869323804974556,5.09
-13.714785956007738,-44.13112768804043,0.9337059855461121,0.07882183790206909,5.57
-13.714372287879009,-44.130811395104686,0.9368425011634827,0.2645866572856903,7.78
-13.713958551021609,-44.13049511527731,0.9438318014144897,0.012554465793073177,3.97
-13.713544855835785,-44.13017886658259,0.9447506070137024,0.01036930177360773,3.84
-13.713131116046869,-44.12986263406505,0.944001317024231,0.01550536509603262,3.54
-13.71271736220859,-44.12954642012677,0.9456080198287964,0.017360255122184753,3.58
-13.748301571195665,-44.15004268657145,0.9557177424430847,0.009828888811171055,4.03
-13.747888537384222,-44.149725954319145,0.9542173743247986,0.01275722961872816,4.44
-13.747475263213268,-44.149409174556865,0.9623380303382874,0.010659988038241863,4.48
-13.747061404729392,-44.14909224780192,0.9494191408157349,0.017723096534609795,5.23
-13.746647825399291,-44.14877544070901,0.9497372508049011,0.013314067386090755,4.55
-13.746234374249498,-44.14845871185065,0.9609744548797607,0.005382949952036142,4.34
-13.745820524553237,-44.148141906033224,0.9506590962409973,0.02838267758488655,4.55
-13.745408079327015,-44.14782557550442,0.9617512226104736,0.008586310781538486,4.38
-13.744995247643356,-44.14750918024796,0.946551501750946,0.0033941841684281826,3.84
-13.744581844224982,-44.14719266884414,0.9522961974143982,0.015472219325602055,4.55
-13.744168201710945,-44.14687614674574,0.9432976841926575,0.04241616651415825,4.75
-13.743754520123002,-44.14655967893586,0.9507155418395996,0.007697772700339556,4.71
-13.743340633171934,-44.14624321685434,0.9583148956298828,0.05450623854994774,5.09
-13.742927244980741,-44.14592696953018,0.9600029587745667,0.003585693659260869,5.69
-13.742513448823415,-44.14561065598846,0.9557749032974243,0.005261220037937164,6.01
-13.742099312934362,-44.145294291302015,0.9570367932319641,0.03259652480483055,6.09
-13.74168560286123,-44.14497810323054,0.9602993726730347,0.027649017050862312,6.21
-13.741271449530705,-44.14466182203624,0.9373252391815186,0.038396205753088,5.84
-13.740857491261243,-44.144345635971995,0.9612715244293213,0.028353257104754448,4.48
-13.740443541308554,-44.14402948331867,0.9594388008117676,0.003880259348079562,4.78
-13.740029558032532,-44.14371334603787,0.9602164626121521,0.17516101896762848,8.42
-13.739615555675147,-44.14339722239143,0.9541568160057068,0.10266904532909393,8.31
-13.739201448295555,-44.143081081757956,0.9472123384475708,0.015904240310192108,4.55
-13.738787374243145,-44.14276496005623,0.9534151554107666,0.003260086290538311,4.44
-13.738373310051971,-44.142448845158924,0.9450559020042419,0.019768377766013145,4.38
-13.737959217144356,-44.1421327198014,0.9509701132774353,0.033775754272937775,4.86
-13.73754518228294,-44.14181660491559,0.9514405131340027,0.03972043842077255,4.67
-13.73713114715642,-44.14150047735564,0.962858259677887,0.022119976580142975,4.78
-13.736717102339993,-44.14118432865617,0.9582498073577881,0.04572709649801254,4.82
-13.736303043481854,-44.14086815245452,0.9592052698135376,0.03605487197637558,5.19
-13.735889086982978,-44.14055197868885,0.9614706635475159,0.012288551777601242,4.53
-13.735475332271037,-44.14023583181211,0.9642645120620728,0.21099567413330078,7.86
-13.735061499952172,-44.139919621875826,0.9528501629829407,0.13794119656085968,7.51
-13.734647860574356,-44.139603425500205,0.9559074640274048,0.02615106664597988,6.65
-13.734234241654919,-44.13928718473315,0.9553804397583008,0.005551089067012072,5.73
-13.733820296870578,-44.13897078944104,0.9561460018157959,0.04190508648753166,6.46
-13.733406482488464,-44.138654374049835,0.9591575860977173,0.038595814257860184,6.13
-13.732992337651238,-44.138337801413826,0.9516584277153015,0.04781350865960121,6.32
-13.732578798037713,-44.13802135937048,0.954605221748352,0.0031821459997445345,4.78
-13.732165116389625,-44.13770482538041,0.9488657712936401,0.007955663837492466,4.4
-13.731751448679594,-44.13738825053988,0.9511607885360718,0.001001731026917696,4.86
-13.731337897572768,-44.13707166968733,0.9531145095825195,0.007590793538838625,4.63
-13.73092431914899,-44.1367550434619,0.9526087045669556,0.0273857731372118,4.82
-13.730510757687941,-44.136438389087076,0.9451879262924194,0.02129928395152092,5.28
-13.730097498212835,-44.13612179701066,0.9476260542869568,0.005705023650079966,5.34
-13.729683930332467,-44.135805085998435,0.9527491927146912,0.04941626265645027,6.59
-13.729270559007862,-44.13548841316451,0.9527722597122192,0.002287202049046755,5.28
-13.72885716034926,-44.13517171457002,0.9513949751853943,0.003599329385906458,5.38
-13.728443686855874,-44.13485497959519,0.9518416523933411,0.02346600964665413,5.69
-13.72803027739666,-44.134538254531094,0.9504299163818359,0.04546087235212326,6.96
-13.72761680197286,-44.13422150377303,0.9530922174453735,0.04429680481553078,6.65
-13.727203363166941,-44.133904762153605,0.9465730786323547,0.03184881433844566,5.69
-13.726789813384164,-44.13358798925044,0.9384855031967163,0.1013188511133194,6.59
-13.726376532238593,-44.13327130420636,0.9633176326751709,0.05969854071736336,6.59
-13.725963238233664,-44.13295462506851,0.9396889805793762,0.008620107546448708,5.28
-13.725549371861247,-44.1326377862141,0.9308270812034607,0.2065640091896057,7.96
-13.725135884514685,-44.13232108062515,0.9397637844085693,0.008899346925318241,4.44
-13.72472236485217,-44.1320043871155,0.9443877935409546,0.021493390202522278,4.63
-13.724308975866549,-44.13168775891438,0.946352481842041,0.02732057496905327,4.38
-13.723895496056825,-44.13137113309676,0.9342122673988342,0.06285522878170013,4.98
-13.723481993563102,-44.13105453354856,0.9415277242660522,0.0011812086449936032,4.19
-13.723068495995465,-44.130737968235124,0.951680600643158,0.022912459447979927,4.55
-13.722655011036883,-44.130421437424644,0.9344267845153809,0.024061955511569977,4.07
-13.722241475182773,-44.130104919770815,0.9414772391319275,0.018267909064888954,4.38
-13.72182796500881,-44.129788436554946,0.9460316300392151,0.014879466965794563,4.19
-13.721414438515163,-44.12947197317139,0.9405530095100403,0.012639487162232399,4.38
-13.721000903785297,-44.12915552979652,0.9504573345184326,0.009553801268339157,4.4
-13.720587424821886,-44.12883912376566,0.95059734582901,0.04884398728609085,4.71
-13.720173842631237,-44.1285227053008,0.9357398748397827,0.13635124266147614,6.92
-13.719760328734262,-44.12820632410437,0.9384834170341492,0.057105083018541336,5.34
-13.719346712994037,-44.12788992642412,0.9481589198112488,0.01642863266170025,4.3
-13.718933200265981,-44.12757357244181,0.9488265514373779,0.04585893079638481,6.05
-13.718519513999777,-44.127257176421445,0.949105441570282,0.04961620643734932,4.55
-13.718105923419508,-44.12694081804408,0.9408514499664307,0.027048898860812187,4.11
-13.717692207296325,-44.1266244278193,0.9412582516670227,0.03924788534641266,4.4
-13.71727847288501,-44.12630803662951,0.9474917650222778,0.003920694813132286,4.4
-13.716864514657468,-44.12599153379852,0.9532915949821472,0.03869415819644928,4.63
-13.716450463807742,-44.125675003336546,0.9475504755973816,0.01087692379951477,4.53
-13.716036222197705,-44.12535841308856,0.9517640471458435,0.05616747587919235,4.9
-13.715622111512554,-44.12504185910625,0.9493131637573242,0.002912031952291727,4.78
-13.715207558282097,-44.12472516515367,0.9381530284881592,0.047577209770679474,5.38
-13.714793246637024,-44.124408536983196,0.9511216282844543,0.04072140157222748,4.38
-13.71437887339324,-44.12409188042904,0.9550061821937561,0.01300721149891615,4.82
-13.713964359049957,-44.1237751691883,0.9567798972129822,0.018971500918269157,4.44
-13.713549647915329,-44.12345838492962,0.9457321763038635,0.010955804027616978,5.28
-13.71313367608721,-44.123141204502396,0.9512538313865662,0.06349389255046844,6.76
-13.71271896012685,-44.12282439435406,0.9451650381088257,0.05683009698987007,5.13
-13.757410642962974,-44.14981331036947,0.9566306471824646,0.013689338229596615,4.94
-13.756996633473024,-44.149496514648234,0.9596840143203735,0.002041318453848362,4.38
-13.756584329421987,-44.149180370561076,0.9613054394721985,0.0033098869025707245,5.42
-13.756171832158417,-44.148864132934264,0.9550765752792358,0.022434581071138382,5.28
-13.755758928972131,-44.14854770748329,0.9593357443809509,0.020558958873152733,4.67
-13.755345860127164,-44.148231182704336,0.957636296749115,0.01598670892417431,4.15
-13.754933063303639,-44.1479147227544,0.9504666924476624,0.0009978502057492733,4.0
-13.75452020205251,-44.147598197424344,0.965467095375061,0.013719042763113976,4.19
-13.754107338523633,-44.14728163368659,0.9509688019752502,0.010829553939402103,4.94
-13.753694357213151,-44.14696499222376,0.9586445689201355,0.01113625057041645,4.23
-13.75328133740632,-44.14664830803742,0.9606719017028809,0.006964016705751419,4.23
-13.752868408425408,-44.1463316355164,0.9622078537940979,0.0077745006419718266,3.96
-13.75245542278316,-44.14601492303965,0.9590979814529419,0.021846361458301544,4.03
-13.75204243695871,-44.1456981966928,0.953419029712677,0.03604627400636673,4.07
-13.751629453294232,-44.145381462660715,0.9619380831718445,0.028768599033355713,4.03
-13.751216399496593,-44.14506469785524,0.9603825807571411,0.015811169520020485,4.23
-13.750803385504794,-44.14474794895894,0.9568154811859131,0.0015687026316300035,3.93
-13.750390283795387,-44.14443117245555,0.9612976908683777,0.02630971558392048,4.11
-13.749977195460106,-44.14411441134245,0.9579323530197144,0.0014702935004606843,3.96
-13.749563980413198,-44.14379761708275,0.9597364068031311,0.0054090628400444984,4.07
-13.74915078464475,-44.14348085032776,0.9541245698928833,0.002041662111878395,4.23
-13.748737582844996,-44.143164106115094,0.9587443470954895,0.00037170591531321406,4.44
-13.748324437309549,-44.14284741298855,0.9645898938179016,0.002181294606998563,4.4
-13.7479111681729,-44.142530706985596,0.9634262919425964,0.04618849605321884,4.55
-13.747497891521567,-44.142214037484955,0.9554821252822876,0.0029111793264746666,4.34
-13.747084516853102,-44.14189737456691,0.9573651552200317,0.002763570286333561,4.38
-13.746670983878381,-44.14158070000292,0.9503864645957947,0.005493300501257181,4.38
-13.746257382975156,-44.141264053172044,0.9613322615623474,0.020424213260412216,4.82
-13.745843776346161,-44.14094746270731,0.965267539024353,0.01075463742017746,4.48
-13.745430088798424,-44.14063090432122,0.9602970480918884,0.0048956843093037605,4.34
